class;cap-diameter;cap-shape;cap-surface;cap-color;does-bruise-or-bleed;gill-attachment;gill-spacing;gill-color;stem-height;stem-width;stem-root;stem-surface;stem-color;veil-type;veil-color;has-ring;ring-type;spore-print-color;habitat;season;is_fragile
p;28.28;p;t;n;f;p;c;w;9.2;8.32;c;s;n;u;w;f;f;p;d;a;f
p;26.78;x;t;n;f;p;c;p;8.51;7.02;c;s;n;u;w;f;f;w;d;a;f
p;26.96;p;t;n;f;p;c;p;9.51;7.67;c;s;n;u;w;f;f;p;d;u;f
p;29.99;x;t;n;f;p;c;p;11.21;9.56;c;s;n;u;w;f;f;p;d;a;f
p;26.79;p;t;n;f;p;c;w;8.81;8.41;c;s;n;u;w;f;f;p;d;a;f
p;30.49;p;t;n;f;p;c;p;12.2;9.47;c;s;n;u;w;f;f;p;d;a;f
p;29.5;p;t;n;f;p;c;w;9.07;8.79;c;s;n;u;w;f;f;p;d;u;f
p;25.97;p;t;n;f;p;c;w;10.89;7.61;c;s;n;u;w;f;f;w;d;a;f
p;31.56;p;t;n;f;p;c;w;10.31;8.45;c;s;n;u;w;f;f;p;d;a;f
p;30.11;x;t;n;f;p;c;p;9.71;6.78;c;s;n;u;w;f;f;p;d;u;f
p;26.37;p;t;n;f;p;c;p;8.78;7.26;c;s;n;u;w;f;f;p;d;a;f
p;33.25;p;t;n;f;p;c;w;11.1;10.06;c;s;n;u;w;f;f;w;d;a;f
p;32.42;x;t;n;f;p;c;w;12.65;11.32;c;s;n;u;w;f;f;p;d;u;f
p;26.94;x;t;n;f;p;c;w;9.58;9.42;c;s;n;u;w;f;f;p;d;a;f
p;31.68;x;t;n;f;p;c;w;10.93;10.52;c;s;n;u;w;f;f;w;d;a;f
p;30.6;p;t;n;f;p;c;p;11.67;9.0;c;s;n;u;w;f;f;w;d;u;f
p;31.06;x;t;n;f;p;c;p;11.08;10.01;c;s;n;u;w;f;f;p;d;a;f
p;30.4;p;t;n;f;p;c;w;9.97;7.81;c;s;n;u;w;f;f;p;d;a;f
p;31.68;p;t;n;f;p;c;p;11.02;10.67;c;s;n;u;w;f;f;w;d;a;f
p;28.31;p;t;n;f;p;c;p;11.73;10.43;c;s;n;u;w;f;f;p;d;a;f
p;31.64;p;t;n;f;p;c;w;11.05;9.76;c;s;n;u;w;f;f;p;d;u;f
p;25.85;x;t;n;f;p;c;p;8.35;7.45;c;s;n;u;w;f;f;p;d;a;f
p;26.74;x;t;n;f;p;c;w;8.2;8.03;c;s;n;u;w;f;f;w;d;u;f
p;33.2;x;t;n;f;p;c;p;10.31;10.12;c;s;n;u;w;f;f;p;d;a;f
p;29.27;x;t;n;f;p;c;w;9.86;8.94;c;s;n;u;w;f;f;w;d;a;f
p;28.54;x;t;n;f;p;c;w;8.78;7.83;c;s;n;u;w;f;f;p;d;a;f
p;30.57;x;t;n;f;p;c;w;10.75;8.83;c;s;n;u;w;f;f;p;d;u;f
p;33.08;x;t;n;f;p;c;p;10.94;8.56;c;s;n;u;w;f;f;p;d;a;f
p;27.85;x;t;n;f;p;c;w;10.53;9.69;c;s;n;u;w;f;f;p;d;a;f
p;31.32;p;t;n;f;p;c;w;11.93;10.23;c;s;n;u;w;f;f;w;d;a;f
p;32.97;p;t;n;f;p;c;p;12.66;8.4;c;s;n;u;w;f;f;w;d;a;f
p;30.72;x;t;n;f;p;c;p;10.44;10.35;c;s;n;u;w;f;f;p;d;a;f
p;24.96;p;t;n;f;p;c;p;9.66;5.79;c;s;n;u;w;f;f;p;d;u;f
p;27.6;p;t;n;f;p;c;w;10.32;9.83;c;s;n;u;w;f;f;p;d;a;f
p;31.51;p;t;n;f;p;c;p;10.31;9.12;c;s;n;u;w;f;f;w;d;u;f
p;26.24;x;t;n;f;p;c;w;8.98;8.55;c;s;n;u;w;f;f;w;d;a;f
p;27.86;p;t;n;f;p;c;p;8.98;8.89;c;s;n;u;w;f;f;w;d;a;f
p;27.36;p;t;n;f;p;c;w;10.21;8.99;c;s;n;u;w;f;f;w;d;a;f
p;27.04;x;t;n;f;p;c;p;9.33;7.16;c;s;n;u;w;f;f;w;d;u;f
p;31.5;p;t;n;f;p;c;p;11.08;10.37;c;s;n;u;w;f;f;w;d;u;f
p;28.78;p;t;n;f;p;c;w;9.38;8.6;c;s;n;u;w;f;f;p;d;u;f
p;29.41;x;t;n;f;p;c;p;9.69;9.32;c;s;n;u;w;f;f;w;d;a;f
p;32.04;x;t;n;f;p;c;p;11.17;10.24;c;s;n;u;w;f;f;w;d;a;f
p;31.82;x;t;n;f;p;c;w;11.28;10.48;c;s;n;u;w;f;f;w;d;a;f
p;31.73;x;t;n;f;p;c;p;10.71;9.24;c;s;n;u;w;f;f;w;d;a;f
p;32.09;p;t;n;f;p;c;p;12.03;10.81;c;s;n;u;w;f;f;p;d;a;f
p;28.28;p;t;n;f;p;c;w;11.47;8.83;c;s;n;u;w;f;f;p;d;a;f
p;28.0;p;t;n;f;p;c;p;8.92;7.79;c;s;n;u;w;f;f;p;d;u;f
p;31.1;p;t;n;f;p;c;w;8.26;7.77;c;s;n;u;w;f;f;p;d;u;f
p;28.95;x;t;n;f;p;c;p;11.26;6.34;c;s;n;u;w;f;f;w;d;u;f
p;29.21;x;t;n;f;p;c;w;10.95;10.89;c;s;n;u;w;f;f;p;d;u;f
p;32.11;p;t;n;f;p;c;p;10.86;9.2;c;s;n;u;w;f;f;w;d;a;f
p;33.36;x;t;n;f;p;c;w;13.12;9.12;c;s;n;u;w;f;f;p;d;u;f
p;28.44;x;t;n;f;p;c;w;8.81;7.04;c;s;n;u;w;f;f;p;d;a;f
p;26.95;p;t;n;f;p;c;w;8.65;7.99;c;s;n;u;w;f;f;p;d;u;f
p;28.84;x;t;n;f;p;c;w;9.46;8.54;c;s;n;u;w;f;f;p;d;u;f
p;30.76;p;t;n;f;p;c;w;10.62;10.27;c;s;n;u;w;f;f;w;d;a;f
p;27.64;x;t;n;f;p;c;p;11.6;10.42;c;s;n;u;w;f;f;w;d;a;f
p;24.91;x;t;n;f;p;c;p;8.21;5.87;c;s;n;u;w;f;f;p;d;a;f
p;29.28;p;t;n;f;p;c;p;9.95;8.59;c;s;n;u;w;f;f;w;d;u;f
p;29.74;x;t;n;f;p;c;p;10.83;10.37;c;s;n;u;w;f;f;w;d;a;f
p;29.24;x;t;n;f;p;c;p;9.32;8.38;c;s;n;u;w;f;f;p;d;u;f
p;25.08;p;t;n;f;p;c;w;7.92;7.63;c;s;n;u;w;f;f;p;d;a;f
p;31.45;p;t;n;f;p;c;p;10.4;8.69;c;s;n;u;w;f;f;p;d;a;f
p;25.02;p;t;n;f;p;c;w;9.2;8.44;c;s;n;u;w;f;f;w;d;u;f
p;28.22;x;t;n;f;p;c;p;9.57;8.78;c;s;n;u;w;f;f;p;d;a;f
p;28.48;p;t;n;f;p;c;p;9.79;7.56;c;s;n;u;w;f;f;w;d;a;f
p;30.53;x;t;n;f;p;c;w;10.38;9.44;c;s;n;u;w;f;f;p;d;a;f
p;26.74;p;t;n;f;p;c;w;8.76;7.68;c;s;n;u;w;f;f;p;d;a;f
p;29.48;x;t;n;f;p;c;p;10.18;8.78;c;s;n;u;w;f;f;p;d;u;f
p;27.52;p;t;n;f;p;c;w;9.78;7.97;c;s;n;u;w;f;f;w;d;a;f
p;26.54;x;t;n;f;p;c;p;10.47;9.39;c;s;n;u;w;f;f;p;d;a;f
p;27.85;p;t;n;f;p;c;p;9.52;9.05;c;s;n;u;w;f;f;p;d;a;f
p;32.65;p;t;n;f;p;c;w;10.58;8.74;c;s;n;u;w;f;f;w;d;a;f
p;20.2;x;t;n;f;p;c;w;9.16;7.59;c;s;n;u;w;f;f;p;d;a;f
p;27.95;p;t;n;f;p;c;w;10.95;9.23;c;s;n;u;w;f;f;w;d;u;f
p;28.74;x;t;n;f;p;c;p;9.89;9.52;c;s;n;u;w;f;f;p;d;a;f
p;25.02;x;t;n;f;p;c;p;9.27;6.88;c;s;n;u;w;f;f;w;d;u;f
p;30.43;x;t;n;f;p;c;p;10.55;9.35;c;s;n;u;w;f;f;w;d;u;f
p;31.3;x;t;n;f;p;c;p;10.69;10.21;c;s;n;u;w;f;f;p;d;u;f
p;32.46;p;t;n;f;p;c;w;12.13;9.31;c;s;n;u;w;f;f;w;d;u;f
p;23.49;p;t;n;f;p;c;w;9.38;8.7;c;s;n;u;w;f;f;p;d;u;f
p;27.0;x;t;n;f;p;c;w;11.0;9.36;c;s;n;u;w;f;f;w;d;u;f
p;26.56;p;t;n;f;p;c;p;8.81;8.15;c;s;n;u;w;f;f;w;d;u;f
p;33.08;x;t;n;f;p;c;p;10.44;8.97;c;s;n;u;w;f;f;w;d;u;f
p;33.14;x;t;n;f;p;c;p;12.0;8.93;c;s;n;u;w;f;f;p;d;a;f
p;28.2;x;t;n;f;p;c;p;11.15;6.64;c;s;n;u;w;f;f;p;d;u;f
p;32.7;p;t;n;f;p;c;w;10.33;9.39;c;s;n;u;w;f;f;p;d;a;f
p;33.31;p;t;n;f;p;c;w;11.52;11.39;c;s;n;u;w;f;f;p;d;u;f
p;31.8;p;t;n;f;p;c;w;10.41;9.58;c;s;n;u;w;f;f;p;d;u;f
p;30.03;x;t;n;f;p;c;w;9.91;8.42;c;s;n;u;w;f;f;p;d;a;f
p;31.64;x;t;n;f;p;c;p;9.59;8.82;c;s;n;u;w;f;f;p;d;a;f
p;30.24;p;t;n;f;p;c;w;12.37;10.54;c;s;n;u;w;f;f;p;d;a;f
p;31.02;x;t;n;f;p;c;w;10.75;9.77;c;s;n;u;w;f;f;w;d;u;f
p;28.39;p;t;n;f;p;c;p;9.3;5.59;c;s;n;u;w;f;f;w;d;u;f
p;30.73;x;t;n;f;p;c;w;9.95;7.09;c;s;n;u;w;f;f;p;d;a;f
p;28.87;p;t;n;f;p;c;w;10.09;9.63;c;s;n;u;w;f;f;p;d;a;f
p;28.55;p;t;n;f;p;c;p;10.65;9.06;c;s;n;u;w;f;f;w;d;a;f
p;28.44;x;t;n;f;p;c;w;9.36;9.15;c;s;n;u;w;f;f;w;d;a;f
p;31.77;p;t;n;f;p;c;w;9.73;9.28;c;s;n;u;w;f;f;w;d;u;f
p;32.4;x;t;n;f;p;c;w;10.46;10.26;c;s;n;u;w;f;f;w;d;a;f
p;30.13;x;t;n;f;p;c;p;8.01;7.85;c;s;n;u;w;f;f;w;d;a;f
p;28.4;x;t;n;f;p;c;w;9.7;8.49;c;s;n;u;w;f;f;p;d;u;f
p;22.79;p;t;n;f;p;c;w;8.13;7.83;c;s;n;u;w;f;f;p;d;a;f
p;27.73;x;t;n;f;p;c;p;9.97;9.72;c;s;n;u;w;f;f;p;d;u;f
p;21.34;p;t;n;f;p;c;w;7.82;6.9;c;s;n;u;w;f;f;w;d;a;f
p;28.83;p;t;n;f;p;c;w;9.73;8.09;c;s;n;u;w;f;f;p;d;u;f
p;23.44;x;t;n;f;p;c;p;9.91;7.67;c;s;n;u;w;f;f;p;d;a;f
p;33.01;p;t;n;f;p;c;w;11.14;10.22;c;s;n;u;w;f;f;w;d;a;f
p;30.62;p;t;n;f;p;c;w;9.95;9.84;c;s;n;u;w;f;f;w;d;u;f
p;28.7;x;t;n;f;p;c;p;11.07;10.12;c;s;n;u;w;f;f;p;d;u;f
p;30.25;p;t;n;f;p;c;p;10.0;9.45;c;s;n;u;w;f;f;w;d;u;f
p;27.82;x;t;n;f;p;c;p;9.82;8.49;c;s;n;u;w;f;f;p;d;u;f
p;26.69;x;t;n;f;p;c;w;9.6;8.11;c;s;n;u;w;f;f;p;d;a;f
p;32.84;p;t;n;f;p;c;p;12.17;10.49;c;s;n;u;w;f;f;p;d;u;f
p;31.93;p;t;n;f;p;c;p;11.91;10.87;c;s;n;u;w;f;f;p;d;u;f
p;31.68;p;t;n;f;p;c;p;10.17;9.64;c;s;n;u;w;f;f;w;d;u;f
p;26.26;x;t;n;f;p;c;p;9.29;8.59;c;s;n;u;w;f;f;w;d;u;f
p;22.89;p;t;n;f;p;c;w;8.27;8.23;c;s;n;u;w;f;f;p;d;u;f
p;30.27;p;t;n;f;p;c;w;10.61;9.0;c;s;n;u;w;f;f;p;d;a;f
p;24.21;x;t;n;f;p;c;w;7.87;7.86;c;s;n;u;w;f;f;w;d;u;f
p;29.31;x;t;n;f;p;c;w;10.54;9.97;c;s;n;u;w;f;f;p;d;a;f
p;30.2;x;t;n;f;p;c;w;10.56;10.27;c;s;n;u;w;f;f;p;d;u;f
p;29.9;p;t;n;f;p;c;w;9.37;8.78;c;s;n;u;w;f;f;p;d;a;f
p;27.02;p;t;n;f;p;c;p;8.8;8.02;c;s;n;u;w;f;f;w;d;a;f
p;27.64;x;t;n;f;p;c;w;9.92;7.3;c;s;n;u;w;f;f;p;d;a;f
p;26.08;x;t;n;f;p;c;p;9.58;7.9;c;s;n;u;w;f;f;p;d;u;f
p;29.26;p;t;n;f;p;c;w;8.76;7.92;c;s;n;u;w;f;f;p;d;a;f
p;31.95;p;t;n;f;p;c;p;10.47;10.25;c;s;n;u;w;f;f;w;d;u;f
p;31.03;x;t;n;f;p;c;w;11.55;7.94;c;s;n;u;w;f;f;p;d;a;f
p;32.86;p;t;n;f;p;c;p;12.26;10.5;c;s;n;u;w;f;f;p;d;u;f
p;28.5;p;t;n;f;p;c;p;8.96;8.73;c;s;n;u;w;f;f;p;d;u;f
p;28.45;p;t;n;f;p;c;w;9.68;8.73;c;s;n;u;w;f;f;p;d;a;f
p;29.16;x;t;n;f;p;c;p;10.4;9.63;c;s;n;u;w;f;f;p;d;a;f
p;28.78;p;t;n;f;p;c;p;10.75;8.18;c;s;n;u;w;f;f;p;d;a;f
p;31.55;p;t;n;f;p;c;w;10.63;10.34;c;s;n;u;w;f;f;p;d;u;f
p;29.26;p;t;n;f;p;c;w;10.76;8.77;c;s;n;u;w;f;f;p;d;a;f
p;31.25;x;t;n;f;p;c;w;10.95;8.62;c;s;n;u;w;f;f;p;d;u;f
p;30.8;p;t;n;f;p;c;w;10.43;9.64;c;s;n;u;w;f;f;w;d;u;f
p;27.54;x;t;n;f;p;c;p;10.34;8.66;c;s;n;u;w;f;f;w;d;u;f
p;27.43;p;t;n;f;p;c;p;8.46;6.84;c;s;n;u;w;f;f;w;d;u;f
p;26.18;x;t;n;f;p;c;w;9.98;8.59;c;s;n;u;w;f;f;w;d;a;f
p;30.72;p;t;n;f;p;c;w;10.71;7.5;c;s;n;u;w;f;f;p;d;a;f
p;27.03;x;t;n;f;p;c;p;9.39;9.34;c;s;n;u;w;f;f;w;d;u;f
p;26.53;x;t;n;f;p;c;p;10.4;9.12;c;s;n;u;w;f;f;w;d;u;f
p;31.93;x;t;n;f;p;c;w;10.36;10.08;c;s;n;u;w;f;f;p;d;u;f
p;31.05;x;t;n;f;p;c;p;11.55;7.78;c;s;n;u;w;f;f;p;d;u;f
p;28.61;x;t;n;f;p;c;p;7.27;6.77;c;s;n;u;w;f;f;p;d;a;f
p;29.84;x;t;n;f;p;c;w;10.89;9.3;c;s;n;u;w;f;f;p;d;u;f
p;27.69;x;t;n;f;p;c;w;8.61;7.1;c;s;n;u;w;f;f;p;d;u;f
p;23.03;x;t;n;f;p;c;w;8.29;6.61;c;s;n;u;w;f;f;w;d;a;f
p;31.6;p;t;n;f;p;c;p;11.28;10.83;c;s;n;u;w;f;f;w;d;u;f
p;30.93;x;t;n;f;p;c;p;10.12;8.2;c;s;n;u;w;f;f;p;d;a;f
e;12.56;x;t;n;f;p;c;n;4.91;4.8;s;s;n;u;w;f;f;k;d;u;f
e;12.04;x;t;o;f;p;c;n;5.82;4.86;s;s;e;u;w;f;f;k;d;a;f
e;12.96;x;t;n;f;p;c;n;6.04;4.65;s;s;e;u;w;f;f;k;d;u;f
e;9.48;x;s;o;f;p;c;n;4.1;3.97;s;s;n;u;w;f;f;k;d;a;f
e;11.84;x;s;n;f;p;c;n;5.08;4.54;s;s;e;u;w;f;f;k;d;u;f
e;12.4;x;t;n;f;p;c;n;7.35;4.94;s;s;e;u;w;f;f;k;d;a;f
e;11.22;x;s;n;f;p;c;n;5.27;4.75;s;s;e;u;w;f;f;k;d;u;f
e;11.26;x;s;o;f;p;c;n;5.51;4.24;s;s;n;u;w;f;f;k;d;a;f
e;11.12;x;t;o;f;p;c;n;4.48;4.42;s;s;e;u;w;f;f;k;d;u;f
e;14.04;x;t;o;f;p;c;n;6.06;4.51;s;s;n;u;w;f;f;k;d;a;f
e;12.86;x;s;n;f;p;c;n;5.52;4.53;s;s;n;u;w;f;f;k;d;u;f
e;10.34;x;s;o;f;p;c;n;5.09;4.42;s;s;n;u;w;f;f;k;d;u;f
e;12.28;x;s;o;f;p;c;n;6.21;4.52;s;s;e;u;w;f;f;k;d;a;f
e;12.7;x;t;n;f;p;c;n;6.75;5.61;s;s;e;u;w;f;f;k;d;a;f
e;10.14;x;t;n;f;p;c;n;4.93;4.57;s;s;e;u;w;f;f;k;d;a;f
e;12.19;x;s;n;f;p;c;n;6.76;5.04;s;s;e;u;w;f;f;k;d;u;f
e;11.12;x;s;o;f;p;c;n;4.92;3.9;s;s;n;u;w;f;f;k;d;a;f
e;10.59;x;s;o;f;p;c;n;5.98;4.23;s;s;e;u;w;f;f;k;d;u;f
e;9.96;x;s;n;f;p;c;n;5.49;4.87;s;s;n;u;w;f;f;k;d;u;f
e;10.03;x;s;n;f;p;c;n;4.16;3.91;s;s;n;u;w;f;f;k;d;a;f
e;12.77;x;s;n;f;p;c;n;5.86;4.63;s;s;n;u;w;f;f;k;d;a;f
e;11.77;x;t;o;f;p;c;n;5.9;4.46;s;s;e;u;w;f;f;k;d;a;f
e;11.25;x;s;o;f;p;c;n;4.42;3.73;s;s;e;u;w;f;f;k;d;u;f
e;13.01;x;s;o;f;p;c;n;6.21;4.76;s;s;e;u;w;f;f;k;d;u;f
e;13.48;x;s;o;f;p;c;n;6.97;4.21;s;s;e;u;w;f;f;k;d;u;f
e;10.74;x;t;n;f;p;c;n;4.71;3.35;s;s;n;u;w;f;f;k;d;u;f
e;11.71;x;s;o;f;p;c;n;6.63;4.34;s;s;e;u;w;f;f;k;d;a;f
e;9.21;x;s;o;f;p;c;n;4.43;3.84;s;s;e;u;w;f;f;k;d;u;f
e;12.55;x;s;n;f;p;c;n;5.69;4.82;s;s;e;u;w;f;f;k;d;u;f
e;9.02;x;s;n;f;p;c;n;4.26;3.49;s;s;n;u;w;f;f;k;d;a;f
e;11.07;x;t;n;f;p;c;n;5.93;5.35;s;s;n;u;w;f;f;k;d;u;f
e;9.41;x;s;o;f;p;c;n;3.41;3.03;s;s;n;u;w;f;f;k;d;a;t
e;10.81;x;s;o;f;p;c;n;4.7;3.7;s;s;e;u;w;f;f;k;d;u;f
e;12.62;x;t;n;f;p;c;n;5.15;4.44;s;s;n;u;w;f;f;k;d;a;f
e;11.97;x;t;o;f;p;c;n;7.01;5.14;s;s;e;u;w;f;f;k;d;u;f
e;11.58;x;s;n;f;p;c;n;5.18;4.7;s;s;e;u;w;f;f;k;d;a;f
e;10.83;x;s;n;f;p;c;n;4.84;4.2;s;s;n;u;w;f;f;k;d;a;f
e;11.27;x;s;n;f;p;c;n;5.26;4.82;s;s;n;u;w;f;f;k;d;u;f
e;11.4;x;s;n;f;p;c;n;4.45;4.25;s;s;e;u;w;f;f;k;d;u;f
e;12.32;x;s;o;f;p;c;n;5.51;3.8;s;s;n;u;w;f;f;k;d;u;f
e;13.44;x;t;o;f;p;c;n;7.11;4.95;s;s;n;u;w;f;f;k;d;a;f
e;10.76;x;s;o;f;p;c;n;5.3;4.11;s;s;e;u;w;f;f;k;d;u;f
e;11.33;x;s;o;f;p;c;n;6.1;4.68;s;s;e;u;w;f;f;k;d;u;f
e;12.6;x;s;o;f;p;c;n;5.94;5.31;s;s;e;u;w;f;f;k;d;a;f
e;11.79;x;t;n;f;p;c;n;6.79;5.14;s;s;e;u;w;f;f;k;d;a;f
e;14.36;x;t;n;f;p;c;n;7.08;5.26;s;s;n;u;w;f;f;k;d;u;f
e;9.85;x;t;n;f;p;c;n;3.76;3.6;s;s;e;u;w;f;f;k;d;a;t
e;12.36;x;t;n;f;p;c;n;6.76;4.29;s;s;n;u;w;f;f;k;d;a;f
e;11.84;x;t;n;f;p;c;n;6.79;5.43;s;s;n;u;w;f;f;k;d;a;f
e;12.96;x;t;n;f;p;c;n;7.11;4.4;s;s;e;u;w;f;f;k;d;a;f
e;12.73;x;t;n;f;p;c;n;5.86;4.07;s;s;n;u;w;f;f;k;d;u;f
e;13.84;x;t;n;f;p;c;n;6.46;5.26;s;s;n;u;w;f;f;k;d;a;f
e;11.02;x;t;n;f;p;c;n;6.16;4.06;s;s;n;u;w;f;f;k;d;a;f
e;12.22;x;t;o;f;p;c;n;6.1;4.84;s;s;n;u;w;f;f;k;d;u;f
e;9.5;x;s;o;f;p;c;n;4.88;3.87;s;s;e;u;w;f;f;k;d;a;f
e;9.6;x;s;o;f;p;c;n;5.11;4.5;s;s;e;u;w;f;f;k;d;a;f
e;11.72;x;t;o;f;p;c;n;5.01;4.74;s;s;e;u;w;f;f;k;d;a;f
e;12.56;x;t;o;f;p;c;n;6.78;4.58;s;s;n;u;w;f;f;k;d;a;f
e;12.23;x;t;n;f;p;c;n;6.49;4.62;s;s;n;u;w;f;f;k;d;u;f
e;12.23;x;t;o;f;p;c;n;5.58;4.41;s;s;e;u;w;f;f;k;d;a;f
e;11.71;x;t;n;f;p;c;n;5.83;4.67;s;s;n;u;w;f;f;k;d;a;f
e;10.81;x;s;o;f;p;c;n;5.12;4.22;s;s;n;u;w;f;f;k;d;a;f
e;10.29;x;s;n;f;p;c;n;4.73;4.37;s;s;n;u;w;f;f;k;d;a;f
e;11.75;x;t;n;f;p;c;n;5.86;4.12;s;s;e;u;w;f;f;k;d;u;f
e;10.78;x;s;o;f;p;c;n;5.69;4.13;s;s;n;u;w;f;f;k;d;u;f
e;13.3;x;s;o;f;p;c;n;5.32;4.83;s;s;e;u;w;f;f;k;d;a;f
e;12.22;x;t;o;f;p;c;n;5.71;3.97;s;s;e;u;w;f;f;k;d;a;f
e;11.06;x;s;o;f;p;c;n;4.51;4.13;s;s;n;u;w;f;f;k;d;u;f
e;11.76;x;s;n;f;p;c;n;5.97;3.85;s;s;e;u;w;f;f;k;d;u;f
e;12.1;x;t;o;f;p;c;n;5.01;4.32;s;s;e;u;w;f;f;k;d;u;f
e;11.25;x;t;n;f;p;c;n;6.02;4.11;s;s;n;u;w;f;f;k;d;u;f
e;10.35;x;t;o;f;p;c;n;4.89;4.24;s;s;e;u;w;f;f;k;d;u;f
e;12.37;x;t;o;f;p;c;n;6.12;4.82;s;s;e;u;w;f;f;k;d;u;f
e;10.86;x;t;n;f;p;c;n;4.71;4.3;s;s;e;u;w;f;f;k;d;u;f
e;12.59;x;s;o;f;p;c;n;5.36;3.97;s;s;e;u;w;f;f;k;d;a;f
e;10.28;x;t;n;f;p;c;n;5.09;4.67;s;s;n;u;w;f;f;k;d;a;f
e;10.27;x;t;o;f;p;c;n;4.96;3.94;s;s;n;u;w;f;f;k;d;a;f
e;13.81;x;t;o;f;p;c;n;6.51;4.95;s;s;e;u;w;f;f;k;d;a;f
e;9.4;x;s;n;f;p;c;n;3.36;3.13;s;s;e;u;w;f;f;k;d;a;t
e;10.44;x;t;o;f;p;c;n;5.06;3.86;s;s;n;u;w;f;f;k;d;a;f
e;12.21;x;t;n;f;p;c;n;5.89;5.19;s;s;n;u;w;f;f;k;d;u;f
e;10.93;x;t;n;f;p;c;n;4.88;3.66;s;s;e;u;w;f;f;k;d;a;f
e;10.88;x;s;n;f;p;c;n;6.21;4.77;s;s;n;u;w;f;f;k;d;u;f
e;12.44;x;t;o;f;p;c;n;5.92;3.9;s;s;n;u;w;f;f;k;d;a;f
e;11.12;x;t;n;f;p;c;n;5.8;4.63;s;s;e;u;w;f;f;k;d;u;f
e;10.49;x;t;n;f;p;c;n;5.75;3.99;s;s;e;u;w;f;f;k;d;u;f
e;10.03;x;t;n;f;p;c;n;5.16;4.86;s;s;e;u;w;f;f;k;d;a;f
e;11.15;x;s;o;f;p;c;n;6.14;4.6;s;s;e;u;w;f;f;k;d;a;f
e;9.94;x;s;n;f;p;c;n;5.26;4.83;s;s;n;u;w;f;f;k;d;u;f
e;13.06;x;t;n;f;p;c;n;7.01;5.48;s;s;e;u;w;f;f;k;d;a;f
e;10.76;x;s;n;f;p;c;n;4.49;3.37;s;s;n;u;w;f;f;k;d;u;f
e;11.74;x;s;n;f;p;c;n;4.9;3.74;s;s;n;u;w;f;f;k;d;u;f
e;12.1;x;t;n;f;p;c;n;5.25;4.51;s;s;e;u;w;f;f;k;d;a;f
e;11.0;x;s;n;f;p;c;n;5.95;4.33;s;s;e;u;w;f;f;k;d;u;f
e;11.5;x;t;n;f;p;c;n;5.73;4.54;s;s;n;u;w;f;f;k;d;a;f
e;10.64;x;s;o;f;p;c;n;4.29;4.12;s;s;n;u;w;f;f;k;d;a;f
e;11.77;x;s;o;f;p;c;n;5.09;5.08;s;s;n;u;w;f;f;k;d;u;f
e;10.22;x;s;n;f;p;c;n;4.15;4.07;s;s;n;u;w;f;f;k;d;a;f
e;11.93;x;s;n;f;p;c;n;5.77;4.15;s;s;e;u;w;f;f;k;d;a;f
e;11.38;x;t;n;f;p;c;n;5.81;4.51;s;s;n;u;w;f;f;k;d;u;f
e;12.03;x;t;n;f;p;c;n;7.33;5.53;s;s;e;u;w;f;f;k;d;u;f
e;11.68;x;s;o;f;p;c;n;6.24;4.73;s;s;n;u;w;f;f;k;d;u;f
e;10.35;x;s;n;f;p;c;n;5.89;4.41;s;s;n;u;w;f;f;k;d;a;f
e;10.18;x;s;n;f;p;c;n;5.05;4.32;s;s;n;u;w;f;f;k;d;u;f
e;12.96;x;t;o;f;p;c;n;5.26;4.34;s;s;n;u;w;f;f;k;d;u;f
e;9.82;x;t;o;f;p;c;n;5.43;5.06;s;s;n;u;w;f;f;k;d;u;f
e;11.72;x;t;n;f;p;c;n;5.27;5.25;s;s;e;u;w;f;f;k;d;u;f
e;8.81;x;s;o;f;p;c;n;4.31;3.62;s;s;e;u;w;f;f;k;d;u;f
e;10.44;x;s;o;f;p;c;n;5.44;4.66;s;s;n;u;w;f;f;k;d;a;f
e;11.12;x;t;o;f;p;c;n;5.84;4.44;s;s;n;u;w;f;f;k;d;u;f
e;8.92;x;s;o;f;p;c;n;5.32;4.09;s;s;n;u;w;f;f;k;d;u;f
e;11.48;x;s;n;f;p;c;n;4.41;4.22;s;s;n;u;w;f;f;k;d;a;f
e;10.89;x;s;n;f;p;c;n;4.43;4.29;s;s;e;u;w;f;f;k;d;a;f
e;11.54;x;s;o;f;p;c;n;5.35;4.46;s;s;n;u;w;f;f;k;d;u;f
e;10.57;x;s;n;f;p;c;n;4.79;4.65;s;s;n;u;w;f;f;k;d;a;f
e;10.7;x;s;o;f;p;c;n;6.09;4.36;s;s;e;u;w;f;f;k;d;a;f
e;11.62;x;s;o;f;p;c;n;6.49;4.62;s;s;n;u;w;f;f;k;d;u;f
e;11.32;x;s;o;f;p;c;n;4.83;4.34;s;s;n;u;w;f;f;k;d;u;f
e;11.68;x;s;n;f;p;c;n;6.15;5.35;s;s;e;u;w;f;f;k;d;u;f
e;10.71;x;s;o;f;p;c;n;5.32;3.61;s;s;e;u;w;f;f;k;d;u;f
e;11.25;x;t;n;f;p;c;n;4.96;4.61;s;s;e;u;w;f;f;k;d;a;f
e;13.24;x;t;n;f;p;c;n;6.02;5.73;s;s;n;u;w;f;f;k;d;u;f
e;9.29;x;s;o;f;p;c;n;5.11;4.15;s;s;n;u;w;f;f;k;d;a;f
e;11.02;x;t;n;f;p;c;n;5.04;4.3;s;s;e;u;w;f;f;k;d;u;f
